"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Alt Text","Gift Card","Google Shopping / MPN","Google Shopping / Age Group","Google Shopping / Gender","Google Shopping / Google Product Category","SEO Title","SEO Description","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit"
"K7B236G3","Calvin Klein Even K7B236G3 Montre Femmes","<p><b>Calvin Klein Even K7B236G3 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en cuir, noir, boucle ardillon</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran gris</li>      <li>Largeur du bo&icirc;tier ca. 37 mm</li>      <li>Hauteur du bo&icirc;tier ca. 7 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Even K7B236G3 Montre Femmes","FALSE","","","","","","","K7B236G3","","shopify","0","deny","manual","78.60","","TRUE","FALSE","7612635102740","https://shop.heinrichssohn.de/images/product_images/original_images/K7B236G3.jpg","Calvin Klein Even K7B236G3 Montre Femmes","","","","","","Calvin Klein Even K7B236G3 Montre Femmes","Calvin Klein Even K7B236G3 Montre Femmes","","","","","","","","","","",""
"K8M21126","Calvin Klein High Noon K8M21126 Montre Hommes","<p><b>Calvin Klein High Noon K8M21126 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Hauteur du bo&icirc;tier ca. 7 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein High Noon K8M21126 Montre Hommes","FALSE","","","","","","","K8M21126","","shopify","0","deny","manual","78.60","","TRUE","FALSE","7612635116716","https://shop.heinrichssohn.de/images/product_images/original_images/K8M21126.jpg","Calvin Klein High Noon K8M21126 Montre Hommes","","","","","","Calvin Klein High Noon K8M21126 Montre Hommes","Calvin Klein High Noon K8M21126 Montre Hommes","","","","","","","","","","",""
"K8M27126","Calvin Klein High Noon K8M27126 Montre Hommes Chronographe","<p><b>Calvin Klein High Noon K8M27126 Chronographe Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Fonction chronographe, Chronom&egrave;tre</li>      <li>Affichage de la date</li>      <li>5 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 43 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein High Noon K8M27126 Montre Hommes Chronographe","FALSE","","","","","","","K8M27126","","shopify","0","deny","manual","88.60","","TRUE","FALSE","7612635116846","https://shop.heinrichssohn.de/images/product_images/original_images/K8M27126.jpg","Calvin Klein High Noon K8M27126 Montre Hommes Chronographe","","","","","","Calvin Klein High Noon K8M27126 Montre Hommes Chronographe","Calvin Klein High Noon K8M27126 Montre Hommes Chronographe","","","","","","","","","","",""
"K8M276G6","Calvin Klein High Noon K8M276G6 Montre Hommes Chronographe","<p><b>Calvin Klein High Noon K8M276G6 Chronographe Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en cuir, brun, boucle ardillon</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Fonction chronographe, Chronom&egrave;tre</li>      <li>Affichage de la date</li>      <li>5 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 43 mm</li>      <li>Taille du bo&icirc;tier d'environ 10 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein High Noon K8M276G6 Montre Hommes Chronographe","FALSE","","","","","","","K8M276G6","","shopify","0","deny","manual","98.60","","TRUE","FALSE","7612635117942","https://shop.heinrichssohn.de/images/product_images/original_images/K8M276G6.jpg","Calvin Klein High Noon K8M276G6 Montre Hommes Chronographe","","","","","","Calvin Klein High Noon K8M276G6 Montre Hommes Chronographe","Calvin Klein High Noon K8M276G6 Montre Hommes Chronographe","","","","","","","","","","",""
"K3M23626","Calvin Klein Minimal K3M23626 Montre Femmes","<p><b>Calvin Klein Minimal K3M23626 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 24 mm</li>      <li>Hauteur du bo&icirc;tier ca. 6 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Minimal K3M23626 Montre Femmes","TRUE","","","","","","","K3M23626","","shopify","1","deny","manual","86.00","","TRUE","FALSE","","https://shop.heinrichssohn.de/images/product_images/original_images/K3M23626.jpg","Calvin Klein Minimal K3M23626 Montre Femmes","","","","","","Calvin Klein Minimal K3M23626 Montre Femmes","Calvin Klein Minimal K3M23626 Montre Femmes","","","","","","","","","","",""
"K3M23V26","Calvin Klein Minimal K3M23V26 Montre Femmes","<p><b>Calvin Klein Minimal K3M23V26 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 24 mm</li>      <li>Hauteur du bo&icirc;tier ca. 6 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Minimal K3M23V26 Montre Femmes","FALSE","","","","","","","K3M23V26","","shopify","0","deny","manual","88.60","","TRUE","FALSE","7612635117768","https://shop.heinrichssohn.de/images/product_images/original_images/K3M23V26.jpg","Calvin Klein Minimal K3M23V26 Montre Femmes","","","","","","Calvin Klein Minimal K3M23V26 Montre Femmes","Calvin Klein Minimal K3M23V26 Montre Femmes","","","","","","","","","","",""
"K3M5115X","Calvin Klein Minimal K3M5115X Montre Hommes","<p><b>Calvin Klein Minimal K3M5115X Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Hauteur du bo&icirc;tier ca. 6 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Minimal K3M5115X Montre Hommes","FALSE","","","","","","","K3M5115X","","shopify","0","deny","manual","56.00","","TRUE","FALSE","7612635133751","https://shop.heinrichssohn.de/images/product_images/original_images/K3M5115X.jpg","Calvin Klein Minimal K3M5115X Montre Hommes","","","","","","Calvin Klein Minimal K3M5115X Montre Hommes","Calvin Klein Minimal K3M5115X Montre Hommes","","","","","","","","","","",""
"K8U2S116","Calvin Klein Party K8U2S116 Montre Femmes","<p><b>Calvin Klein Party K8U2S116 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 33 mm</li>      <li>Hauteur du bo&icirc;tier ca. 6 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Party K8U2S116 Montre Femmes","FALSE","","","","","","","K8U2S116","","shopify","0","deny","manual","76.80","","TRUE","FALSE","7612635116242","https://shop.heinrichssohn.de/images/product_images/original_images/K8U2S116.jpg","Calvin Klein Party K8U2S116 Montre Femmes","","","","","","Calvin Klein Party K8U2S116 Montre Femmes","Calvin Klein Party K8U2S116 Montre Femmes","","","","","","","","","","",""
"K8U2S616","Calvin Klein Party K8U2S616 Montre Femmes","<p><b>Calvin Klein Party K8U2S616 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 33 mm</li>      <li>Hauteur du bo&icirc;tier ca. 6 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Party K8U2S616 Montre Femmes","FALSE","","","","","","","K8U2S616","","shopify","0","deny","manual","88.60","","TRUE","FALSE","7612635116266","https://shop.heinrichssohn.de/images/product_images/original_images/K8U2S616.jpg","Calvin Klein Party K8U2S616 Montre Femmes","","","","","","Calvin Klein Party K8U2S616 Montre Femmes","Calvin Klein Party K8U2S616 Montre Femmes","","","","","","","","","","",""
"K7A23646","Calvin Klein Rise K7A23646 Montre Femmes","<p><b>Calvin Klein Rise K7A23546 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent / blanc</li>      <li>Largeur du bo&icirc;tier ca. 38 mm</li>      <li>Hauteur du bo&icirc;tier ca. 6 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Rise K7A23646 Montre Femmes","FALSE","","","","","","","K7A23646","","shopify","0","deny","manual","83.70","","TRUE","FALSE","7612635124018","https://shop.heinrichssohn.de/images/product_images/original_images/K7A23646.jpg","Calvin Klein Rise K7A23646 Montre Femmes","","","","","","Calvin Klein Rise K7A23646 Montre Femmes","Calvin Klein Rise K7A23646 Montre Femmes","","","","","","","","","","",""
"K8C2M616","Calvin Klein Seamless K8C2M616 Montre Femmes","<p><b>Calvin Klein Seamless K8C2M616 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 38 mm</li>      <li>Hauteur du bo&icirc;tier ca. 8 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Seamless K8C2M616 Montre Femmes","FALSE","","","","","","","K8C2M616","","shopify","0","deny","manual","88.60","","TRUE","FALSE","7612635112138","https://shop.heinrichssohn.de/images/product_images/original_images/K8C2M616.jpg","Calvin Klein Seamless K8C2M616 Montre Femmes","","","","","","Calvin Klein Seamless K8C2M616 Montre Femmes","Calvin Klein Seamless K8C2M616 Montre Femmes","","","","","","","","","","",""
"K8C2S616","Calvin Klein Seamless K8C2S616 Montre Femmes","<p><b>Calvin Klein Seamless K8C2S616 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 38 mm</li>      <li>Hauteur du bo&icirc;tier ca. 8 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Seamless K8C2S616 Montre Femmes","FALSE","","","","","","","K8C2S616","","shopify","0","deny","manual","88.60","","TRUE","FALSE","7612635112121","https://shop.heinrichssohn.de/images/product_images/original_images/K8C2S616.jpg","Calvin Klein Seamless K8C2S616 Montre Femmes","","","","","","Calvin Klein Seamless K8C2S616 Montre Femmes","Calvin Klein Seamless K8C2S616 Montre Femmes","","","","","","","","","","",""
"K9U23646","Calvin Klein Stately K9U23646 Montre Femmes","<p><b>Calvin Klein Stately K9U23646 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 32 mm</li>      <li>Hauteur du bo&icirc;tier ca. 7 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Stately K9U23646 Montre Femmes","FALSE","","","","","","","K9U23646","","shopify","0","deny","manual","83.70","","TRUE","FALSE","7612635125213","https://shop.heinrichssohn.de/images/product_images/original_images/K9U23646.jpg","Calvin Klein Stately K9U23646 Montre Femmes","","","","","","Calvin Klein Stately K9U23646 Montre Femmes","Calvin Klein Stately K9U23646 Montre Femmes","","","","","","","","","","",""
"K8S211C6","Calvin Klein Steadfast K8S211C6 Montre Hommes","<p><b>Calvin Klein Steadfast K8S211C6 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies</li>      <li>Bracelet en cuir, noir, boucle ardillon</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran argent</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Steadfast K8S211C6 Montre Hommes","FALSE","","","","","","","K8S211C6","","shopify","0","deny","manual","68.60","","TRUE","FALSE","7612635114958","https://shop.heinrichssohn.de/images/product_images/original_images/K8S211C6.jpg","Calvin Klein Steadfast K8S211C6 Montre Hommes","","","","","","Calvin Klein Steadfast K8S211C6 Montre Hommes","Calvin Klein Steadfast K8S211C6 Montre Hommes","","","","","","","","","","",""
"K6K33143","Calvin Klein Step K6K33143 Montre Femmes","<p><b>Calvin Klein Step K6K33143 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat, fermoir d&eacute;ployante</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage de la date</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier ca. 30 mm</li>      <li>Hauteur du bo&icirc;tier ca. 7 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Step K6K33143 Montre Femmes","TRUE","","","","","","","K6K33143","","shopify","2","deny","manual","78.60","","TRUE","FALSE","7612635100371","https://shop.heinrichssohn.de/images/product_images/original_images/K6K33143.jpg","Calvin Klein Step K6K33143 Montre Femmes","","","","","","Calvin Klein Step K6K33143 Montre Femmes","Calvin Klein Step K6K33143 Montre Femmes","","","","","","","","","","",""
"K4N2114X","Calvin Klein Time K4N2114X Montre Hommes","<p><b>Calvin Klein Time K4N2114X Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent, polies</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent, polies / mat, fermoir d&eacute;ployante</li>      <li>Mouvement &agrave; quartz, fonctionnant sur batterie</li>      <li>Affichage de la date</li>      <li>3 bar Water Resistant</li>      <li>Couleur du cadran noir / argent</li>      <li>Largeur du bo&icirc;tier ca. 40 mm</li>      <li>Hauteur du bo&icirc;tier ca. 7 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Calvin Klein","Montres Marque","Calvin Klein Time K4N2114X Montre Hommes","FALSE","","","","","","","K4N2114X","","shopify","0","deny","manual","78.60","","TRUE","FALSE","7612635128283","https://shop.heinrichssohn.de/images/product_images/original_images/K4N2114X.jpg","Calvin Klein Time K4N2114X Montre Hommes","","","","","","Calvin Klein Time K4N2114X Montre Hommes","Calvin Klein Time K4N2114X Montre Hommes","","","","","","","","","","",""
"CC1001GB004","Carlo Cantinaro CC1001GB004 Montre Hommes","<p><b>Carlo Cantinaro CC1001GB004 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose et noir, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, mat, fermoir d&eacute;ployante</li>      <li>Mouvement &agrave; quartz suisse, fonctionnant sur batterie</li>      <li>5 Bar Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier d'environ 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et la bo&icirc;te.</b></p>","Carlo Cantinaro","Montres Marque","Carlo Cantinaro CC1001GB004 Montre Hommes","TRUE","","","","","","","CC1001GB004","","shopify","1","deny","manual","28.00","","TRUE","FALSE","4260412868278","https://shop.heinrichssohn.de/images/product_images/original_images/CC1001GB004.jpg","Carlo Cantinaro CC1001GB004 Montre Hommes","","","","","","Carlo Cantinaro CC1001GB004 Montre Hommes","Carlo Cantinaro CC1001GB004 Montre Hommes","","","","","","","","","","",""
"CC1001GM012","Carlo Cantinaro CC1001GM012 Montre Hommes","<p><b>Carlo Cantinaro CC1001GM012 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or rose et noir, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or rose, polies, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz suisse, fonctionnant sur batterie</li>      <li>5 Bar Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier d'environ 42 mm</li>  </ul>","Carlo Cantinaro","Montres Marque","Carlo Cantinaro CC1001GM012 Montre Hommes","TRUE","","","","","","","CC1001GM012","","shopify","1","deny","manual","28.00","","TRUE","FALSE","4260412868353","https://shop.heinrichssohn.de/images/product_images/original_images/CC1001GM012.jpg","Carlo Cantinaro CC1001GM012 Montre Hommes","","","","","","Carlo Cantinaro CC1001GM012 Montre Hommes","Carlo Cantinaro CC1001GM012 Montre Hommes","","","","","","","","","","",""
"CC1001GM013","Carlo Cantinaro CC1001GM013 Montre Hommes","<p><b>Carlo Cantinaro CC1001GM013 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz suisse, fonctionnant sur batterie</li>      <li>5 Bar Water Resistant</li>      <li>Couleur du cadran or</li>      <li>Largeur du bo&icirc;tier d'environ 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm<b>      </b></li>  </ul>","Carlo Cantinaro","Montres Marque","Carlo Cantinaro CC1001GM013 Montre Hommes","TRUE","","","","","","","CC1001GM013","","shopify","8","deny","manual","28.00","","TRUE","FALSE","4260412868360","https://shop.heinrichssohn.de/images/product_images/original_images/CC1001GM013.jpg","Carlo Cantinaro CC1001GM013 Montre Hommes","","","","","","Carlo Cantinaro CC1001GM013 Montre Hommes","Carlo Cantinaro CC1001GM013 Montre Hommes","","","","","","","","","","",""
"CC1001GM014","Carlo Cantinaro CC1001GM014 Montre Hommes","<p><b>Carlo Cantinaro CC1001GM014 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent et or, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent et or, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz suisse, fonctionnant sur batterie</li>      <li>5 Bar Water Resistant</li>      <li>Couleur du cadran or / argent</li>      <li>Largeur du bo&icirc;tier d'environ 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm<b>      </b></li>  </ul>","Carlo Cantinaro","Montres Marque","Carlo Cantinaro CC1001GM014 Montre Hommes","TRUE","","","","","","","CC1001GM014","","shopify","4","deny","manual","28.00","","TRUE","FALSE","4260412868377","https://shop.heinrichssohn.de/images/product_images/original_images/CC1001GM014.jpg","Carlo Cantinaro CC1001GM014 Montre Hommes","","","","","","Carlo Cantinaro CC1001GM014 Montre Hommes","Carlo Cantinaro CC1001GM014 Montre Hommes","","","","","","","","","","",""
"CC1002LB003","Carlo Cantinaro CC1002LB003 Montre Femmes","<p><b>Carlo Cantinaro CC1002LB003 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement noir, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement noir, mat, fermoir d&eacute;ployante</li>      <li>Mouvement &agrave; quartz suisse, fonctionnant sur batterie</li>      <li>5 Bar Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier d'environ 38 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec livret et la bo&icirc;te.</b></p>","Carlo Cantinaro","Montres Marque","Carlo Cantinaro CC1002LB003 Montre Femmes","TRUE","","","","","","","CC1002LB003","","shopify","2","deny","manual","28.00","","TRUE","FALSE","4260412868124","https://shop.heinrichssohn.de/images/product_images/original_images/CC1002LB003.jpg","Carlo Cantinaro CC1002LB003 Montre Femmes","","","","","","Carlo Cantinaro CC1002LB003 Montre Femmes","Carlo Cantinaro CC1002LB003 Montre Femmes","","","","","","","","","","",""
"CC1002LM013","Carlo Cantinaro CC1002LM013 Montre Femmes","<p><b>Carlo Cantinaro CC1002LM013 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent et or, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur argent et or, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz suisse, fonctionnant sur batterie</li>      <li>5 Bar Water Resistant</li>      <li>Couleur du cadran or / argent</li>      <li>Largeur du bo&icirc;tier d'environ 38 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec bo&icirc;te.</b></p>","Carlo Cantinaro","Montres Marque","Carlo Cantinaro CC1002LM013 Montre Femmes","TRUE","","","","","","","CC1002LM013","","shopify","3","deny","manual","28.00","","TRUE","FALSE","4260412868223","https://shop.heinrichssohn.de/images/product_images/original_images/CC1002LM013.jpg","Carlo Cantinaro CC1002LM013 Montre Femmes","","","","","","Carlo Cantinaro CC1002LM013 Montre Femmes","Carlo Cantinaro CC1002LM013 Montre Femmes","","","","","","","","","","",""
"CC1002LM014","Carlo Cantinaro CC1002LM014 Montre Femmes","<p><b>Carlo Cantinaro CC1002LM014 Montre Femmes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur or, polies / mat</li>      <li>Bracelet en acier inoxydable, rev&ecirc;tement de couleur or, polies / mat, Fermeture &agrave; rabat</li>      <li>Mouvement &agrave; quartz suisse, fonctionnant sur batterie</li>      <li>5 Bar Water Resistant</li>      <li>Couleur du cadran or</li>      <li>Largeur du bo&icirc;tier d'environ 38 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm</li>  </ul>  <p><b>Livr&eacute; avec la bo&icirc;te.</b></p>","Carlo Cantinaro","Montres Marque","Carlo Cantinaro CC1002LM014 Montre Femmes","TRUE","","","","","","","CC1002LM014","","shopify","6","deny","manual","28.00","","TRUE","FALSE","4260412868230","https://shop.heinrichssohn.de/images/product_images/original_images/CC1002LM014.jpg","Carlo Cantinaro CC1002LM014 Montre Femmes","","","","","","Carlo Cantinaro CC1002LM014 Montre Femmes","Carlo Cantinaro CC1002LM014 Montre Femmes","","","","","","","","","","",""
"CC1003GL005","Carlo Cantinaro CC1003GL005 Montre Hommes","<p><b>Carlo Cantinaro CC1003GL005 Montre Hommes</b></p>  <ul>      <li>Bo&icirc;tier en acier inoxydable, rev&ecirc;tement de couleur argent et noir, polies / mat</li>      <li>Bracelet en cuir, noir, boucle ardillon</li>      <li>Mouvement &agrave; quartz suisse, fonctionnant sur batterie</li>      <li>5 Bar Water Resistant</li>      <li>Couleur du cadran noir</li>      <li>Largeur du bo&icirc;tier d'environ 42 mm</li>      <li>Taille du bo&icirc;tier d'environ 8 mm<b>      </b></li>  </ul>","Carlo Cantinaro","Montres Marque","Carlo Cantinaro CC1003GL005 Montre Hommes","TRUE","","","","","","","CC1003GL005","","shopify","2","deny","manual","28.00","","TRUE","FALSE","4260412868384","https://shop.heinrichssohn.de/images/product_images/original_images/CC1003GL005.jpg","Carlo Cantinaro CC1003GL005 Montre Hommes","","","","","","Carlo Cantinaro CC1003GL005 Montre Hommes","Carlo Cantinaro CC1003GL005 Montre Hommes","","","","","","","","","","",""
